Date,Time,Block,Freq(Hz),Constituents,Actual (MWH),Schedule (MWH),SRAS (MWH),Deviation(MWH),Deviation (%),DSM Payable (Rs.),DSM Receivable (Rs.),Normal Rate (p/Kwh),Wt. Avg. Hybrid Rate (p/Kwh),HPDAM Ref. Rate (p/Kwh),HPDAM Normal Rate (p/Kwh),Unnamed: 16,Source_File,Processing_Date
2025-08-23,12:30,51,50.15,ACBIL,111.70909,107.7,0.0,4.00909,3.7225,449.98,0.0,297.74,112.24,297.74,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,12:45,52,50.17,ACBIL,110.254544,106.44,0.0,3.814544,3.5838,427.95,0.0,294.54,112.19,294.54,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,13:00,53,50.28,ACBIL,106.545454,103.1875,0.0,3.357954,3.2542,376.8,0.0,268.86,112.21,268.86,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,13:15,54,50.23,ACBIL,105.527271,99.9375,0.0,5.589771,5.5933,627.23,0.0,283.21,112.21,283.21,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,13:30,55,50.11,ACBIL,102.981817,96.6875,0.0,6.294317,6.51,706.6,0.0,322.56,112.26,322.56,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,13:45,56,50.03,ACBIL,99.345454,96.6875,0.0,2.657954,2.749,0.0,2986.79,335.81,112.37,335.81,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,14:00,57,50.16,ACBIL,98.690908,99.19,0.0,-0.499092,-0.5032,477.26,0.0,332.53,112.5,332.53,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,14:15,58,50.03,ACBIL,101.963635,104.94,0.0,-2.976365,-2.8363,3352.32,0.0,345.04,112.63,345.04,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,14:30,59,50.01,ACBIL,102.90909,99.19,0.0,3.71909,3.7495,0.0,4188.82,302.87,112.63,302.87,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,14:45,60,50.05,ACBIL,98.763635,96.69,0.0,2.073635,2.1446,0.0,1168.58,329.23,112.71,329.23,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,15:00,61,50.12,ACBIL,99.054544,96.6875,0.0,2.367044,2.4481,281.39,0.0,353.38,118.88,353.38,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,15:15,62,49.96,ACBIL,102.399999,99.9375,0.0,2.462499,2.464,0.0,3438.11,349.47,136.68,349.47,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,15:30,63,49.89,ACBIL,100.218181,99.6875,0.0,0.530681,0.5323,0.0,842.1,359.53,137.98,359.53,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,15:45,64,49.97,ACBIL,101.527272,102.4375,0.0,-0.910228,-0.8886,1255.98,0.0,361.77,137.99,361.77,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,16:00,65,49.93,ACBIL,106.399999,108.1875,0.0,-1.787501,-1.6522,3238.9,0.0,352.14,140.9,352.14,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,16:15,66,49.87,ACBIL,110.981817,113.9375,0.0,-2.955683,-2.5941,6347.51,0.0,361.77,143.17,361.77,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,16:30,67,49.82,ACBIL,113.745453,116.7275,0.0,-2.982047,-2.5547,6382.97,0.0,346.83,142.7,346.83,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,16:45,68,49.9,ACBIL,116.290908,119.2275,0.0,-2.936592,-2.463,6250.11,0.0,352.56,141.89,352.56,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,17:00,69,50.07,ACBIL,116.581817,121.7275,0.0,-5.145683,-4.2272,5284.04,0.0,348.4,120.81,348.4,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,17:15,70,49.98,ACBIL,117.163635,124.2275,0.0,-7.063865,-5.6862,8536.02,0.0,350.0,120.84,350.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,17:30,71,49.95,ACBIL,122.399999,126.7275,0.0,-4.327501,-3.4148,6000.4,0.0,375.69,121.31,375.69,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,17:45,72,49.99,ACBIL,128.290908,129.2275,0.0,-0.936592,-0.7248,1141.9,0.0,408.43,121.92,408.43,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,18:00,73,50.0,ACBIL,133.381817,138.6025,0.0,-5.220683,-3.7667,7053.69,0.0,444.36,135.11,444.36,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,18:15,74,49.94,ACBIL,137.309089,141.105,0.0,-3.795911,-2.6901,6377.64,0.0,498.27,138.34,498.27,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,18:30,75,49.98,ACBIL,140.072726,143.605,0.0,-3.532274,-2.4597,5938.5,0.0,1000.0,168.12,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,18:45,76,49.99,ACBIL,140.581817,144.65,0.0,-4.068183,-2.8124,6839.46,0.0,1000.0,168.12,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,19:00,77,50.04,ACBIL,140.218181,144.675,0.0,-4.456819,-3.0806,6939.47,0.0,1000.0,168.33,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,19:15,78,50.09,ACBIL,139.70909,144.675,0.0,-4.96591,-3.4325,7105.23,0.0,1000.0,168.33,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,19:30,79,50.13,ACBIL,139.636362,144.675,0.0,-5.038638,-3.4827,7209.25,0.0,1000.0,168.33,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,19:45,80,50.11,ACBIL,139.781817,144.675,0.0,-4.893183,-3.3822,7001.22,0.0,1000.0,168.33,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,20:00,81,50.13,ACBIL,139.70909,144.675,0.0,-4.96591,-3.4325,7105.23,0.0,1000.0,168.33,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,20:15,82,50.07,ACBIL,139.636363,144.675,0.0,-5.038637,-3.4827,7209.25,0.0,1000.0,168.33,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,20:30,83,50.04,ACBIL,139.927271,144.675,0.0,-4.747729,-3.2817,7392.42,0.0,1000.0,168.33,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,20:45,84,50.03,ACBIL,139.781817,144.675,0.0,-4.893183,-3.3822,8236.72,0.0,1000.0,168.33,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,21:00,85,50.0,ACBIL,140.727272,144.65,0.0,-3.922728,-2.7119,6594.84,0.0,1000.0,168.12,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,21:15,86,49.97,ACBIL,140.21818,144.65,0.0,-4.43182,-3.0638,7450.74,0.0,1000.0,168.12,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,21:30,87,49.97,ACBIL,140.872726,144.65,0.0,-3.777274,-2.6113,6350.4,0.0,1000.0,168.12,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,21:45,88,50.01,ACBIL,140.436362,144.65,0.0,-4.213638,-2.913,7083.9,0.0,1000.0,168.12,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,22:00,89,50.0,ACBIL,139.70909,144.675,0.0,-4.96591,-3.4325,8359.1,0.0,1000.0,168.33,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,22:15,90,49.99,ACBIL,139.999999,144.675,0.0,-4.675001,-3.2314,7869.43,0.0,1000.0,168.33,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,22:30,91,49.96,ACBIL,140.436362,144.675,0.0,-4.238638,-2.9298,7644.98,0.0,1000.0,168.33,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,22:45,92,49.95,ACBIL,140.290907,144.675,0.0,-4.384093,-3.0303,8435.06,0.0,1000.0,168.33,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,23:00,93,49.96,ACBIL,140.290907,144.65,0.0,-4.359093,-3.0135,7852.51,0.0,1000.0,168.12,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,23:15,94,49.95,ACBIL,139.854544,144.65,0.0,-4.795456,-3.3152,9215.09,0.0,1000.0,168.12,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,23:30,95,49.97,ACBIL,139.563635,144.65,0.0,-5.086365,-3.5163,8551.26,0.0,1000.0,168.12,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,23:45,96,49.96,ACBIL,137.30909,144.65,0.0,-7.34091,-5.0749,13223.94,0.0,1000.0,168.12,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,00:00,1,49.86,ACBIL,133.745453,134.025,0.0,-0.279547,-0.2086,528.76,0.0,375.94,126.12,375.94,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,00:15,2,49.82,ACBIL,134.036362,134.025,0.0,0.011362,0.0085,0.0,16.58,380.54,126.44,380.54,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,00:30,3,49.83,ACBIL,133.599998,134.025,0.0,-0.425002,-0.3171,805.99,0.0,379.08,126.43,379.08,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,00:45,4,49.96,ACBIL,133.454544,134.025,0.0,-0.570456,-0.4256,768.64,0.0,377.62,125.74,377.62,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,01:00,5,50.0,ACBIL,132.290907,134.025,0.0,-1.734093,-1.2939,2108.49,0.0,321.65,121.59,321.65,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,01:15,6,50.02,ACBIL,132.145454,134.025,0.0,-1.879546,-1.4024,2285.28,0.0,306.7,121.59,306.7,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,01:30,7,50.03,ACBIL,132.145453,134.025,0.0,-1.879547,-1.4024,2285.28,0.0,303.32,121.59,303.32,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,01:45,8,50.02,ACBIL,132.21818,134.025,0.0,-1.80682,-1.3481,2205.2,0.0,316.8,122.05,316.8,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,02:00,9,50.02,ACBIL,133.599998,134.025,0.0,-0.425002,-0.3171,558.15,0.0,319.91,131.33,319.91,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,02:15,10,50.02,ACBIL,132.581817,134.025,0.0,-1.443183,-1.0768,1895.35,0.0,400.96,131.33,400.96,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,02:30,11,50.0,ACBIL,127.345453,134.025,0.0,-6.679547,-4.9838,8772.19,0.0,395.32,131.33,395.32,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,02:45,12,49.99,ACBIL,127.636363,134.025,0.0,-6.388637,-4.7668,8390.15,0.0,372.88,131.33,372.88,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,03:00,13,49.98,ACBIL,127.636363,134.025,0.0,-6.388637,-4.7668,7810.7,0.0,373.23,122.26,373.23,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,03:15,14,49.98,ACBIL,128.218181,134.025,0.0,-5.806819,-4.3326,7099.39,0.0,383.48,122.26,383.48,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,03:30,15,49.96,ACBIL,125.090908,134.025,0.0,-8.934092,-6.666,11703.81,0.0,377.63,122.26,377.63,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,03:45,16,49.98,ACBIL,121.963635,134.025,0.0,-12.061365,-8.9993,14746.27,0.0,385.71,122.26,385.71,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,04:00,17,49.97,ACBIL,123.636362,122.05,0.0,1.586362,1.2998,0.0,1860.85,380.76,117.3,380.76,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,04:15,18,49.95,ACBIL,124.072726,122.05,0.0,2.022726,1.6573,0.0,2482.67,380.53,117.68,380.53,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,04:30,19,49.94,ACBIL,124.072726,122.05,0.0,2.022726,1.6573,0.0,2533.84,376.85,117.68,376.85,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,04:45,20,49.98,ACBIL,123.490908,122.05,0.0,1.440908,1.1806,0.0,1695.36,385.73,117.66,385.73,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,05:00,21,50.01,ACBIL,122.836362,122.05,0.0,0.786362,0.6443,0.0,935.34,417.2,118.94,417.2,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,05:15,22,50.01,ACBIL,123.345453,122.05,0.0,1.295453,1.0614,0.0,1550.07,414.95,119.65,414.95,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,05:30,23,50.03,ACBIL,122.036362,124.175,0.0,-2.138638,-1.7223,2682.45,0.0,428.76,125.43,428.76,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,05:45,24,50.05,ACBIL,120.945453,124.175,0.0,-3.229547,-2.6008,3446.44,0.0,435.78,125.55,435.78,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,06:00,25,50.03,ACBIL,121.236362,124.275,0.0,-3.038638,-2.4451,3947.14,0.0,450.41,129.9,450.41,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,06:15,26,50.01,ACBIL,121.236362,124.275,0.0,-3.038638,-2.4451,3932.56,0.0,449.34,129.42,449.34,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,06:30,27,49.98,ACBIL,121.090908,124.275,0.0,-3.184092,-2.5621,4072.78,0.0,409.63,127.91,409.63,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,06:45,28,50.0,ACBIL,121.01818,124.275,0.0,-3.25682,-2.6207,4085.33,0.0,393.81,125.44,393.81,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,07:00,29,49.96,ACBIL,122.690908,124.275,0.0,-1.584092,-1.2747,2101.68,0.0,376.66,123.82,376.66,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,07:15,30,49.98,ACBIL,123.054544,124.275,0.0,-1.220456,-0.9821,1486.57,0.0,355.88,121.8,355.88,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,07:30,31,50.01,ACBIL,125.890908,127.25,0.0,-1.359092,-1.068,1557.53,0.0,362.32,114.6,362.32,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,07:45,32,50.03,ACBIL,129.963635,132.25,0.0,-2.286365,-1.7288,2660.23,0.0,371.35,116.35,371.35,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,08:00,33,49.98,ACBIL,127.636362,127.0,0.0,0.636362,0.5011,0.0,740.9,346.27,116.42,346.27,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,08:15,34,49.97,ACBIL,126.036363,127.0,0.0,-0.963637,-0.7588,1121.05,0.0,339.2,116.34,339.2,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,08:30,35,49.99,ACBIL,124.072726,124.25,0.0,-0.177274,-0.1427,208.4,0.0,327.75,117.54,327.75,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,08:45,36,50.02,ACBIL,122.618181,124.25,0.0,-1.631819,-1.3133,1916.22,0.0,328.5,117.43,328.5,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,09:00,37,50.01,ACBIL,122.690908,124.2,0.0,-1.509092,-1.2151,1769.27,0.0,307.86,117.24,307.86,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,09:15,38,50.09,ACBIL,122.036362,124.2,0.0,-2.163638,-1.7421,2176.9,0.0,292.31,118.37,292.31,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,09:30,39,49.99,ACBIL,121.163635,118.45,0.0,2.713635,2.291,0.0,3212.09,287.13,118.37,287.13,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,09:45,40,49.97,ACBIL,116.218181,112.7,0.0,3.518181,3.1217,0.0,4146.9,278.77,117.87,278.77,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,10:00,41,50.0,ACBIL,107.636363,106.9475,0.0,0.688863,0.6441,0.0,806.63,249.3,117.09,249.3,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,10:15,42,50.1,ACBIL,101.236363,101.1975,0.0,0.038863,0.0384,4.5,0.0,230.34,115.63,230.34,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,10:30,43,50.11,ACBIL,98.690908,95.94,0.0,2.750908,2.8673,316.9,0.0,195.03,115.2,195.03,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,10:45,44,49.97,ACBIL,99.70909,93.44,0.0,6.26909,6.7092,0.0,7222.0,203.34,115.2,203.34,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,11:00,45,50.01,ACBIL,95.41818,91.1675,0.0,4.25068,4.6625,0.0,4896.81,192.79,115.2,192.79,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,11:15,46,50.05,ACBIL,96.654545,91.1675,0.0,5.487045,6.0186,0.0,3160.51,195.48,115.2,195.48,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,11:30,47,50.03,ACBIL,95.636363,91.1675,0.0,4.468863,4.9018,0.0,5148.17,193.99,115.2,193.99,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,11:45,48,50.1,ACBIL,95.70909,91.1675,0.0,4.54159,4.9816,523.19,0.0,192.21,115.2,192.21,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,12:00,49,50.17,ACBIL,95.636363,91.1675,0.0,4.468863,4.9018,514.82,0.0,188.83,115.2,188.83,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,12:15,50,50.12,ACBIL,94.90909,91.1675,0.0,3.74159,4.1041,431.03,0.0,189.26,115.2,189.26,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,12:30,51,50.22,ACBIL,94.472726,91.1675,0.0,3.305226,3.6254,380.76,0.0,195.16,115.2,195.16,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,12:45,52,50.11,ACBIL,95.272726,91.1675,0.0,4.105226,4.5029,472.92,0.0,195.08,115.2,195.08,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,13:00,53,50.18,ACBIL,96.727272,91.1675,0.0,5.559772,6.0984,640.49,0.0,193.91,115.2,193.91,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,13:15,54,50.16,ACBIL,95.70909,91.1675,0.0,4.54159,4.9816,523.19,0.0,191.23,115.2,191.23,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,13:30,55,50.15,ACBIL,93.890908,91.1675,0.0,2.723408,2.9873,313.74,0.0,190.05,115.2,190.05,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,13:45,56,50.11,ACBIL,93.163635,91.1675,0.0,1.996135,2.1895,229.95,0.0,207.53,115.2,207.53,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,14:00,57,50.15,ACBIL,94.545453,91.1675,0.0,3.377953,3.7052,389.15,0.0,212.26,115.2,212.26,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,14:15,58,50.04,ACBIL,95.927272,91.1675,0.0,4.759772,5.2209,0.0,4112.47,204.38,115.2,204.38,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,14:30,59,49.99,ACBIL,94.763636,91.1675,0.0,3.596136,3.9445,0.0,4188.74,219.28,116.48,219.28,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,14:45,60,50.0,ACBIL,94.90909,91.165,0.0,3.74409,4.1069,0.0,4361.13,222.0,116.48,222.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,15:00,61,50.06,ACBIL,94.036363,91.165,0.0,2.871363,3.1496,0.0,0.0,221.52,115.61,221.52,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,15:15,62,50.07,ACBIL,95.345454,91.165,0.0,4.180454,4.5856,0.0,0.0,223.52,115.61,223.52,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,15:30,63,50.04,ACBIL,95.418181,91.165,0.0,4.253181,4.6654,0.0,3687.84,229.0,115.61,229.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,15:45,64,49.98,ACBIL,95.927272,91.165,0.0,4.762272,5.2238,0.0,5518.08,254.36,115.87,254.36,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,16:00,65,50.04,ACBIL,96.581817,91.1625,0.0,5.419317,5.9447,0.0,4698.13,265.79,115.59,265.79,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,16:15,66,49.98,ACBIL,96.145453,91.1625,0.0,4.982953,5.466,0.0,5708.03,263.71,114.55,263.71,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,16:30,67,49.93,ACBIL,95.054544,91.1625,0.0,3.892044,4.2693,0.0,4844.66,267.81,114.62,267.81,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,16:45,68,49.96,ACBIL,94.90909,91.1625,0.0,3.74659,4.1098,0.0,4386.68,275.78,114.62,275.78,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,17:00,69,49.95,ACBIL,94.61818,91.1625,0.0,3.45568,3.7907,0.0,4092.68,265.2,113.55,265.2,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,17:15,70,49.88,ACBIL,95.636362,91.1625,0.0,4.473862,4.9076,0.0,5843.16,270.09,113.57,270.09,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,17:30,71,49.84,ACBIL,98.10909,96.915,0.0,1.19409,1.2321,0.0,1543.36,271.1,112.39,271.1,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,17:45,72,49.86,ACBIL,102.981817,102.665,0.0,0.316817,0.3086,0.0,404.94,271.84,111.15,271.84,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,18:00,73,49.93,ACBIL,110.763635,108.415,0.0,2.348635,2.1663,0.0,3137.72,299.8,123.02,299.8,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,18:15,74,49.98,ACBIL,119.563635,114.6875,0.0,4.876135,4.2517,0.0,6068.31,291.07,124.45,291.07,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,18:30,75,49.96,ACBIL,128.799998,129.7125,0.0,-0.912502,-0.7035,1405.6,0.0,319.25,143.76,319.25,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,18:45,76,50.0,ACBIL,130.763635,131.9,0.0,-1.136365,-0.8615,1683.12,0.0,327.67,148.11,327.67,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,19:00,77,50.02,ACBIL,131.127272,131.925,0.0,-0.797728,-0.6047,1323.3,0.0,419.91,165.89,419.91,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,19:15,78,50.03,ACBIL,131.854544,131.925,0.0,-0.070456,-0.0534,114.59,0.0,399.99,162.54,399.99,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,19:30,79,50.05,ACBIL,131.054544,131.925,0.0,-0.870456,-0.6598,1202.75,0.0,400.06,162.55,400.06,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,19:45,80,50.03,ACBIL,131.272726,131.925,0.0,-0.652274,-0.4944,1082.17,0.0,419.92,165.9,419.92,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,20:00,81,49.98,ACBIL,132.50909,132.925,0.0,-0.41591,-0.3129,623.64,0.0,425.93,149.95,425.93,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,20:15,82,49.91,ACBIL,134.327271,132.925,0.0,1.402271,1.0549,0.0,2374.16,425.95,149.96,425.95,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,20:30,83,49.97,ACBIL,133.599998,132.925,0.0,0.674998,0.5078,0.0,994.07,402.03,147.27,402.03,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,20:45,84,50.0,ACBIL,132.363635,132.925,0.0,-0.561365,-0.4223,759.46,0.0,404.82,135.28,404.82,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,21:00,85,49.99,ACBIL,132.290908,132.9,0.0,-0.609092,-0.4583,823.56,0.0,413.4,135.21,413.4,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,21:15,86,50.0,ACBIL,132.799999,132.9,0.0,-0.100001,-0.0752,136.32,0.0,434.87,136.32,434.87,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-24,21:30,87,50.02,ACBIL,132.799998,132.9,0.0,-0.100002,-0.0752,137.04,0.0,426.81,137.04,426.81,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
